"Correct_response","Left_picture","Practice","Right_picture","Trial_type","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Introduction","correct_Mouse","correct_button_Mouse","count_Blocksequence","count_End_of_experiment","count_Experimental_loop","count_Fixation","count_Introduction","count_Log","count_Mouse","count_Stimuli","count_Trial_sequence","count_block_loop","count_experiment","count_reset_feedback","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","initiation_time","initiation_time_Mouse","keyboard_backend","live_row","live_row_Experimental_loop","live_row_block_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_End_of_experiment","response_Introduction","response_Mouse","response_time","response_time_End_of_experiment","response_time_Introduction","response_time_Mouse","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Blocksequence","time_End_of_experiment","time_Experimental_loop","time_Fixation","time_Introduction","time_Log","time_Mouse","time_Stimuli","time_Trial_sequence","time_block_loop","time_experiment","time_reset_feedback","timestamps_Mouse","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","xpos_Mouse","ypos_Mouse"
"Right_button","Fried_chicken_1.jpg","no","Incongruent_1.jpg","Incongruent","undefined","undefined","undefined","undefined","black","xpyriment","legacy","legacy","0","uniform","0","undefined","0","Right_button","0","0","0","0","0","0","0","0","0","0","0","0","Fri Oct 14 08:26:44 2022","The main experiment item","yes","Experiment.osexp","C:/Users/caram/OneDrive/Рабочий стол/experiment","no","mono","no","18","no","white","no","yes","768","1470","1470","legacy","0","0","0","C:/Users/caram/OneDrive/Рабочий стол/experiment/subject-2.csv","xpyriment","Lentiform Loewenfeld","3.3.12","0","Left_button","NA","space","Left_button","1716","NA","24868","1716","2","legacy","1024","2","48000","-16","experiment","2","even","27968","NA","27963","28675","3093","30612","28891","28891","28650","27968","3061","NA","[28896.0, 28906.0, 28916.0, 28926.0, 28936.0, 28946.0, 28956.0, 28966.0, 28976.0, 28986.0, 28996.0, 29006.0, 29016.0, 29026.0, 29036.0, 29046.0, 29056.0, 29066.0, 29076.0, 29086.0, 29096.0, 29106.0, 29116.0, 29126.0, 29136.0, 29146.0, 29156.0, 29166.0, 29176.0, 29186.0, 29196.0, 29206.0, 29216.0, 29226.0, 29236.0, 29246.0, 29256.0, 29266.0, 29276.0, 29286.0, 29296.0, 29306.0, 29316.0, 29326.0, 29336.0, 29346.0, 29356.0, 29366.0, 29376.0, 29386.0, 29396.0, 29406.0, 29416.0, 29426.0, 29436.0, 29446.0, 29456.0, 29466.0, 29476.0, 29486.0, 29496.0, 29506.0, 29516.0, 29526.0, 29536.0, 29546.0, 29556.0, 29566.0, 29576.0, 29586.0, 29596.0, 29606.0, 29616.0, 29626.0, 29636.0, 29646.0, 29656.0, 29666.0, 29676.0, 29686.0, 29696.0, 29706.0, 29716.0, 29726.0, 29736.0, 29746.0, 29756.0, 29766.0, 29776.0, 29786.0, 29796.0, 29806.0, 29816.0, 29826.0, 29836.0, 29846.0, 29856.0, 29866.0, 29876.0, 29886.0, 29896.0, 29906.0, 29916.0, 29926.0, 29936.0, 29946.0, 29956.0, 29966.0, 29976.0, 29986.0, 29996.0, 30006.0, 30016.0, 30026.0, 30036.0, 30046.0, 30056.0, 30066.0, 30076.0, 30086.0, 30096.0, 30106.0, 30116.0, 30126.0, 30136.0, 30146.0, 30156.0, 30166.0, 30176.0, 30186.0, 30196.0, 30206.0, 30216.0, 30226.0, 30236.0, 30246.0, 30256.0, 30266.0, 30276.0, 30286.0, 30296.0, 30306.0, 30316.0, 30326.0, 30336.0, 30346.0, 30356.0, 30366.0, 30376.0, 30386.0, 30396.0, 30406.0, 30416.0, 30426.0, 30436.0, 30446.0, 30456.0, 30466.0, 30476.0, 30486.0, 30496.0, 30506.0, 30516.0, 30526.0, 30536.0, 30546.0, 30556.0, 30566.0, 30576.0, 30586.0, 30596.0, 30606.0, 30612]","New experiment","0","0","0","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37.0, 150.0, 196.0, 244.0, 299.0, 314.0, 325.0, 328.0, 328.0, 329.0, 329.0, 329.0, 329.0, 329.0, 329.0, 328.0, 328.0, 326.0, 326.0, 326.0, 326.0, 326.0, 326.0, 326.0, 326.0]","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -22.0, -93.0, -128.0, -160.0, -190.0, -200.0, -205.0, -206.0, -207.0, -207.0, -207.0, -207.0, -207.0, -207.0, -207.0, -207.0, -207.0, -207.0, -207.0, -207.0, -207.0, -208.0, -208.0, -209.0, -209.0]"
"Left_button","Incongruent 2.jpg","no","Fried chicken 4.jpg","Incongruent","undefined","undefined","undefined","undefined","black","xpyriment","legacy","legacy","0","uniform","0","undefined","0","Left_button","0","0","0","1","0","1","1","1","1","0","0","0","Fri Oct 14 08:26:44 2022","The main experiment item","yes","Experiment.osexp","C:/Users/caram/OneDrive/Рабочий стол/experiment","no","mono","no","18","no","white","no","yes","768","1270","1270","legacy","1","0","1","C:/Users/caram/OneDrive/Рабочий стол/experiment/subject-2.csv","xpyriment","Lentiform Loewenfeld","3.3.12","0","Right_button","NA","space","Right_button","1513","NA","24868","1513","2","legacy","1024","2","48000","-16","experiment","2","even","27968","NA","27963","31425","3093","33172","31657","31656","31379","27968","3061","NA","[31658.0, 31668.0, 31678.0, 31688.0, 31698.0, 31708.0, 31718.0, 31728.0, 31738.0, 31748.0, 31758.0, 31768.0, 31778.0, 31788.0, 31798.0, 31808.0, 31818.0, 31828.0, 31838.0, 31848.0, 31858.0, 31868.0, 31878.0, 31888.0, 31898.0, 31908.0, 31918.0, 31928.0, 31938.0, 31948.0, 31958.0, 31968.0, 31978.0, 31988.0, 31998.0, 32008.0, 32018.0, 32028.0, 32038.0, 32048.0, 32058.0, 32068.0, 32078.0, 32088.0, 32098.0, 32108.0, 32118.0, 32128.0, 32138.0, 32148.0, 32158.0, 32168.0, 32178.0, 32188.0, 32198.0, 32208.0, 32218.0, 32228.0, 32238.0, 32248.0, 32258.0, 32268.0, 32278.0, 32288.0, 32298.0, 32308.0, 32318.0, 32328.0, 32338.0, 32348.0, 32358.0, 32368.0, 32378.0, 32388.0, 32398.0, 32408.0, 32418.0, 32428.0, 32438.0, 32448.0, 32458.0, 32468.0, 32478.0, 32488.0, 32498.0, 32508.0, 32518.0, 32528.0, 32538.0, 32548.0, 32558.0, 32568.0, 32578.0, 32588.0, 32598.0, 32608.0, 32618.0, 32628.0, 32638.0, 32648.0, 32658.0, 32668.0, 32678.0, 32688.0, 32698.0, 32708.0, 32718.0, 32728.0, 32738.0, 32748.0, 32758.0, 32768.0, 32778.0, 32788.0, 32798.0, 32808.0, 32818.0, 32828.0, 32838.0, 32848.0, 32858.0, 32868.0, 32878.0, 32888.0, 32898.0, 32908.0, 32918.0, 32928.0, 32938.0, 32948.0, 32958.0, 32968.0, 32978.0, 32988.0, 32998.0, 33008.0, 33018.0, 33028.0, 33038.0, 33048.0, 33058.0, 33068.0, 33078.0, 33088.0, 33098.0, 33108.0, 33118.0, 33128.0, 33138.0, 33148.0, 33158.0, 33168.0, 33171]","New experiment","0","0","0","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -70.0, -119.0, -163.0, -233.0, -256.0, -294.0, -305.0, -316.0, -329.0, -331.0, -335.0, -336.0, -339.0, -344.0, -351.0, -368.0, -375.0, -384.0, -386.0, -386.0, -386.0, -386.0, -386.0, -386.0, -386.0]","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -47.0, -76.0, -105.0, -153.0, -174.0, -203.0, -213.0, -221.0, -229.0, -231.0, -233.0, -234.0, -236.0, -242.0, -246.0, -259.0, -265.0, -271.0, -271.0, -272.0, -272.0, -272.0, -272.0, -271.0, -271.0]"
"Right_button","Fried chicken 4.jpg","no","congruent 2.jpg","Congruent","undefined","undefined","undefined","undefined","black","xpyriment","legacy","legacy","0","uniform","0","undefined","0","Right_button","0","0","0","2","0","2","2","2","2","0","0","0","Fri Oct 14 08:26:44 2022","The main experiment item","yes","Experiment.osexp","C:/Users/caram/OneDrive/Рабочий стол/experiment","no","mono","no","18","no","white","no","yes","768","1200","1200","legacy","2","0","2","C:/Users/caram/OneDrive/Рабочий стол/experiment/subject-2.csv","xpyriment","Lentiform Loewenfeld","3.3.12","0","Left_button","NA","space","Left_button","1590","NA","24868","1590","2","legacy","1024","2","48000","-16","experiment","2","even","27968","NA","27963","33958","3093","35782","34190","34190","33913","27968","3061","NA","[34191.0, 34201.0, 34211.0, 34221.0, 34231.0, 34241.0, 34251.0, 34261.0, 34271.0, 34281.0, 34291.0, 34301.0, 34311.0, 34321.0, 34331.0, 34341.0, 34351.0, 34361.0, 34371.0, 34381.0, 34391.0, 34401.0, 34411.0, 34421.0, 34431.0, 34441.0, 34451.0, 34461.0, 34471.0, 34481.0, 34491.0, 34501.0, 34511.0, 34521.0, 34531.0, 34541.0, 34551.0, 34561.0, 34571.0, 34581.0, 34591.0, 34601.0, 34611.0, 34621.0, 34631.0, 34641.0, 34651.0, 34661.0, 34671.0, 34681.0, 34691.0, 34701.0, 34711.0, 34721.0, 34731.0, 34741.0, 34751.0, 34761.0, 34771.0, 34781.0, 34791.0, 34801.0, 34811.0, 34821.0, 34831.0, 34841.0, 34851.0, 34861.0, 34871.0, 34881.0, 34891.0, 34901.0, 34911.0, 34921.0, 34931.0, 34941.0, 34951.0, 34961.0, 34971.0, 34981.0, 34991.0, 35001.0, 35011.0, 35021.0, 35031.0, 35041.0, 35051.0, 35061.0, 35071.0, 35081.0, 35091.0, 35101.0, 35111.0, 35121.0, 35131.0, 35141.0, 35151.0, 35161.0, 35171.0, 35181.0, 35191.0, 35201.0, 35211.0, 35221.0, 35231.0, 35241.0, 35251.0, 35261.0, 35271.0, 35281.0, 35291.0, 35301.0, 35311.0, 35321.0, 35331.0, 35341.0, 35351.0, 35361.0, 35371.0, 35381.0, 35391.0, 35401.0, 35411.0, 35421.0, 35431.0, 35441.0, 35451.0, 35461.0, 35471.0, 35481.0, 35491.0, 35501.0, 35511.0, 35521.0, 35531.0, 35541.0, 35551.0, 35561.0, 35571.0, 35581.0, 35591.0, 35601.0, 35611.0, 35621.0, 35631.0, 35641.0, 35651.0, 35661.0, 35671.0, 35681.0, 35691.0, 35701.0, 35711.0, 35721.0, 35731.0, 35741.0, 35751.0, 35761.0, 35771.0, 35781.0, 35781]","New experiment","0","0","0","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 55.0, 117.0, 143.0, 175.0, 186.0, 194.0, 206.0, 208.0, 210.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 219.0, 234.0, 271.0, 296.0, 318.0, 354.0, 362.0, 373.0, 375.0, 375.0, 376.0, 376.0, 376.0, 376.0, 376.0, 376.0]","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -15.0, -42.0, -99.0, -123.0, -153.0, -162.0, -173.0, -190.0, -193.0, -198.0, -199.0, -200.0, -200.0, -200.0, -201.0, -201.0, -201.0, -201.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -210.0, -222.0, -248.0, -267.0, -282.0, -303.0, -308.0, -316.0, -316.0, -317.0, -317.0, -317.0, -317.0, -316.0, -313.0, -313.0]"
"Left_button","Congruent_1.jpg","no","Fried_chicken_2.jpg","Congruent","undefined","undefined","undefined","undefined","black","xpyriment","legacy","legacy","0","uniform","0","undefined","0","Left_button","0","0","0","3","0","3","3","3","3","0","0","0","Fri Oct 14 08:26:44 2022","The main experiment item","yes","Experiment.osexp","C:/Users/caram/OneDrive/Рабочий стол/experiment","no","mono","no","18","no","white","no","yes","768","930","930","legacy","3","0","3","C:/Users/caram/OneDrive/Рабочий стол/experiment/subject-2.csv","xpyriment","Lentiform Loewenfeld","3.3.12","0","Right_button","NA","space","Right_button","1915","NA","24868","1915","2","legacy","1024","2","48000","-16","experiment","2","even","27968","NA","27963","36576","3093","38724","36808","36807","36521","27968","3061","NA","[36808.0, 36818.0, 36828.0, 36838.0, 36848.0, 36858.0, 36868.0, 36878.0, 36888.0, 36898.0, 36908.0, 36918.0, 36928.0, 36938.0, 36948.0, 36958.0, 36968.0, 36978.0, 36988.0, 36998.0, 37008.0, 37018.0, 37028.0, 37038.0, 37048.0, 37058.0, 37068.0, 37078.0, 37088.0, 37098.0, 37108.0, 37118.0, 37128.0, 37138.0, 37148.0, 37158.0, 37168.0, 37178.0, 37188.0, 37198.0, 37208.0, 37218.0, 37228.0, 37238.0, 37248.0, 37258.0, 37268.0, 37278.0, 37288.0, 37298.0, 37308.0, 37318.0, 37328.0, 37338.0, 37348.0, 37358.0, 37368.0, 37378.0, 37388.0, 37398.0, 37408.0, 37418.0, 37428.0, 37438.0, 37448.0, 37458.0, 37468.0, 37478.0, 37488.0, 37498.0, 37508.0, 37518.0, 37528.0, 37538.0, 37548.0, 37558.0, 37568.0, 37578.0, 37588.0, 37598.0, 37608.0, 37618.0, 37628.0, 37638.0, 37648.0, 37658.0, 37668.0, 37678.0, 37688.0, 37698.0, 37708.0, 37718.0, 37728.0, 37738.0, 37748.0, 37758.0, 37768.0, 37778.0, 37788.0, 37798.0, 37808.0, 37818.0, 37828.0, 37838.0, 37848.0, 37858.0, 37868.0, 37878.0, 37888.0, 37898.0, 37908.0, 37918.0, 37928.0, 37938.0, 37948.0, 37958.0, 37968.0, 37978.0, 37988.0, 37998.0, 38008.0, 38018.0, 38028.0, 38038.0, 38048.0, 38058.0, 38068.0, 38078.0, 38088.0, 38098.0, 38108.0, 38118.0, 38128.0, 38139.0, 38149.0, 38159.0, 38169.0, 38179.0, 38189.0, 38199.0, 38209.0, 38219.0, 38229.0, 38239.0, 38249.0, 38259.0, 38269.0, 38279.0, 38289.0, 38299.0, 38309.0, 38319.0, 38329.0, 38339.0, 38349.0, 38359.0, 38369.0, 38379.0, 38389.0, 38399.0, 38409.0, 38419.0, 38429.0, 38439.0, 38449.0, 38459.0, 38469.0, 38479.0, 38489.0, 38499.0, 38509.0, 38519.0, 38529.0, 38539.0, 38549.0, 38559.0, 38569.0, 38579.0, 38589.0, 38599.0, 38609.0, 38619.0, 38629.0, 38639.0, 38649.0, 38659.0, 38669.0, 38679.0, 38689.0, 38699.0, 38709.0, 38719.0, 38723]","New experiment","0","0","0","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -11.0, -20.0, -36.0, -43.0, -49.0, -62.0, -66.0, -71.0, -72.0, -73.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -74.0, -73.0, -73.0, -73.0, -73.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -72.0, -73.0, -73.0, -73.0, -73.0, -211.0, -244.0, -311.0, -343.0, -358.0, -376.0, -379.0, -380.0, -380.0, -381.0, -381.0, -381.0, -381.0, -381.0, -381.0, -381.0, -381.0, -381.0, -381.0, -384.0, -384.0, -384.0, -385.0, -385.0]","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.0, -16.0, -29.0, -35.0, -42.0, -53.0, -58.0, -65.0, -66.0, -69.0, -69.0, -69.0, -70.0, -70.0, -70.0, -70.0, -70.0, -70.0, -70.0, -70.0, -70.0, -70.0, -70.0, -70.0, -70.0, -68.0, -68.0, -68.0, -68.0, -68.0, -68.0, -67.0, -67.0, -67.0, -67.0, -66.0, -66.0, -66.0, -66.0, -65.0, -65.0, -65.0, -65.0, -65.0, -65.0, -65.0, -65.0, -65.0, -65.0, -65.0, -65.0, -65.0, -65.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -66.0, -66.0, -66.0, -66.0, -168.0, -192.0, -242.0, -260.0, -272.0, -284.0, -287.0, -288.0, -288.0, -289.0, -289.0, -289.0, -289.0, -289.0, -289.0, -288.0, -288.0, -288.0, -288.0, -290.0, -290.0, -290.0, -291.0, -291.0]"
